Prodavnica,Ime,Brend,Procesor,RAM_Memorija,Kapacitet,Cena,Klub/Smart/Happy cena
Gjirafa50,"?????? Lenovo Legion 5 16IRX9, 16"", Intel Core i5-13450HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,INTEL CORE I5 13450HX,16 GB,512 GB SSD,"92,609 MKD.","81,990 MKD."
Gjirafa50,"?????? Lenovo Legion 5 16IRX9, 16"", Intel Core i7-13650HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,INTEL CORE I7 13650HX,16 GB,512 GB SSD,"94,809 MKD.","80,990 MKD."
Gjirafa50,"?????? Lenovo Legion Pro 5 16IRX9, 16"", Intel Core i5-14500HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Lenovo,INTEL CORE I5 14500HX,32 GB,1 TB SSD,"107,190 MKD.","86,990 MKD."
Gjirafa50,"?????? Lenovo Legion Pro 5 16IRX9, 16"", Intel Core i5-14500HX, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Lenovo,INTEL CORE I5 14500HX,32 GB,1 TB SSD,"119,690 MKD.","98,990 MKD."
Gjirafa50,"?????? Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4060",Hp,AMD RYZEN 7 8845HS,32 GB,1 TB SSD,"102,090 MKD.","83,990 MKD."
Gjirafa50,"?????? Lenovo Legion Slim 5 16AHP9, 16"", AMD Ryzen 7 8845HS, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 4070",Hp,AMD RYZEN 7 8845HS,32 GB,1 TB SSD,"129,239 MKD.","119,990 MKD."
Gjirafa50,"?????? Lenovo Legion Slim 5 16ARP9, 16"", AMD Ryzen 7 7435HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,AMD RYZEN 7 7435HS,16 GB,512 GB SSD,"94,479 MKD.","76,990 MKD."
Gjirafa50,"Laptop Lenovo LOQ 15ARP9, 15.6"", AMD Ryzen 5 7235HS, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050",Lenovo,AMD RYZEN 5 7235HS,16 GB,512 GB SSD,"54,958 MKD.","38,990 MKD."
Gjirafa50,"?????? Lenovo TB 16P G4, 16"", Intel Core i7-14650HX, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4060",Lenovo,INTEL CORE I7 14650HX,16 GB,512 GB SSD,"155,890 MKD.","139,990 MKD."
Gjirafa50,"?????? Dell Precision 5690, 16"", Intel Core Ultra 7 165H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 1000 Ada",Dell,INTEL CORE ULTRA 7 165H,16 GB,1 TB SSD,"226,684 MKD.","199,990 MKD."
Gjirafa50,"?????? Lenovo LOQ Intel Core 5-12450HX, 15.6"", CPU, 24GB RAM, 1TB SSD, Nvidia RTX4060 8GB",Lenovo,CORE 5,24 GB,1 TB SSD,"85,239 MKD.","68,990 MKD."
Gjirafa50,"Laptop Gigabyte G6 KF, 16"", Intel Core i7-13620H, 16GB RAM, 1TB SSD, Nvidia GeForce RTX 4060",Gigabyte,INTEL CORE I7 13620H,16 GB,1 TB SSD,"69,619 MKD.","53,990 MKD."
Gjirafa50,"?????? MSI Thin 15 B12UCX-1818XPL, 15"", Intel Core i5-12450H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 2050, ????? ???? ????",Msi,INTEL CORE I5 12450H,16 GB,512 GB SSD,"48,490 MKD.","36,990 MKD."
Gjirafa50,"?????? Lenovo IdeaPad Gaming, 15.6"", AMD Ryzen 5 5500H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 2050, ???",Lenovo,AMD RYZEN 5 5500H,16 GB,512 GB SSD,"49,690 MKD.",
Gjirafa50,"?????? Lenovo LOQ Intel, 15.6"", Intel i5-12450HX, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 4050, ???",Lenovo,INTEL I5 12450HX,16 GB,1 TB SSD,"62,990 MKD.","60,590 MKD."
Gjirafa50,"?????? Lenovo LOQ Intel, 15.6"", Intel i5-12450HX, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, ???",Lenovo,INTEL I5 12450HX,16 GB,512 GB SSD,"75,339 MKD.","68,790 MKD."
Gjirafa50,"?????? Lenovo LOQ Intel, 15.6"", Intel i5-12450HX, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, ???",Lenovo,INTEL I5 12450HX,16 GB,512 GB SSD,"58,090 MKD.",
Gjirafa50,"?????? Lenovo Yoga Pro, 16"", Intel 155H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, ???",Lenovo,INTEL 1,16 GB,512 GB SSD,"115,159 MKD.","111,690 MKD."
Gjirafa50,"?????? MSI Thin 15, 15.6"", Intel i5-12450H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, ???",Msi,INTEL I5 12450H,16 GB,512 GB SSD,"49,790 MKD.","48,690 MKD."
Gjirafa50,"?????? Lenovo LOQ Intel, 15.6"", Intel i5-12450HX, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 4060, ???",Lenovo,INTEL I5 12450HX,16 GB,1 TB SSD,"79,849 MKD.","76,690 MKD."
Gjirafa50,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,LENOVO IdeaPad 1 15IJL7 N4500/8GB/512GB,Lenovo,Unknown,8 GB,512 GB SSD,14.999 ???.,
Neptun,??????  ASUS Vivobook 15 X1502ZA-BQ312 i3-1215U/8GB/256GB,Asus,I3 1215U,8 GB,256 GB SSD,27.999 ???.,17.999 ???.
Neptun,?????? ASUS Vivobook 15 X1504VA-BQ322 i3-1315U/8GB/512GB,Asus,I3 1315U,8 GB,512 GB SSD,27.999 ???.,19.499 ???.
Neptun,LENOVO IdeaPad 1 15AMN7 R3-7320U/16GB DDR5/512GB,Lenovo,R3 7320U,16 GB,512 GB SSD,20.999 ???.,19.599 ???.
Neptun,HP 250 G10 i3-1315U/8GB/512GB AK9P6AT,Hp,I3 1315U,8 GB,512 GB SSD,19.999 ???.,
Neptun,?????? ASUS Vivobook 15 X1504VA-NJ732 i3-1315U/8GB/512GB,Asus,I3 1315U,8 GB,512 GB SSD,26.999 ???.,19.999 ???.
Neptun,?????? ASUS Vivobook Go 15 E1504FA-NJ1017 R3-7320U/16GB DDR5/512GB,Asus,R3 7320U,16 GB,512 GB SSD,21.999 ???.,20.799 ???.
Neptun,?????? ASUS Vivobook Go 15 E1504FA-BQ511 R5-7520U/8GB DDR5/512GB,Asus,R5 7520U,8 GB,512 GB SSD,27.999 ???.,20.999 ???.
Neptun,?????? ASUS Vivobook Go 15 E1504FA-NJ330W R3-7320U/8GB DDR5/512GB/WIN11,Asus,R3 7320U,8 GB,512 GB SSD,26.999 ???.,21.999 ???.
Neptun,"DELL Vostro 3530 15.6"" 120Hz/i3-1305U/16GB/512GB",Dell,I3 1305U,16 GB,512 GB SSD,22.499 ???.,
Neptun,LENOVO IdeaPad 1 15ALC7 R5-5625U/16GB/512GB,Lenovo,R5 5625U,16 GB,512 GB SSD,22.999 ???.,
Neptun,ASUS Vivobook Go 15 E1504FA-NJ1534 R3-7320U/16GB DDR5/512GB,Asus,R3 7320U,16 GB,512 GB SSD,23.999 ???.,22.999 ???.
Neptun,?????? ASUS Vivobook 15 X1504VA-NJ799 i3-1315U/16GB/512GB,Asus,I3 1315U,16 GB,512 GB SSD,23.999 ???.,22.999 ???.
Neptun,ASUS Vivobook 15 X1504VA-NJ1144 i3-1315U/16GB/512GB,Asus,I3 1315U,16 GB,512 GB SSD,24.999 ???.,22.999 ???.
Neptun,?????? ACER Extensa 15 EX215-23-R6VX R5-7520U/16GB DDR5/512GB,Acer,R5 7520U,16 GB,512 GB SSD,25.999 ???.,23.899 ???.
Neptun,?????? ACER Aspire 3 A315-44P-R8YE R5-5500U/16GB/512GB,Acer,R5 5500U,16 GB,512 GB SSD,23.999 ???.,
Neptun,LENOVO IdeaPad 1 15AMN7 R5-7520U/16GB DDR5/512GB,Lenovo,R5 7520U,16 GB,512 GB SSD,23.999 ???.,
Neptun,?????? ASUS Vivobook 15 X1504ZA-NJ864W i3-1215U/8GB/512GB/WIN11,Asus,I3 1215U,8 GB,512 GB SSD,25.999 ???.,23.999 ???.
Neptun,?????? ASUS Vivobook Go 15 E1504FA-NJ318 R5-7520U/16GB DDR5/512GB,Asus,R5 7520U,16 GB,512 GB SSD,25.999 ???.,23.999 ???.
Neptun,?????? LENOVO IdeaPad Slim 3 15ABR8 R5-7430U/16GB/512GB,Lenovo,R5 7430U,16 GB,512 GB SSD,24.999 ???.,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,LENOVO IdeaPad Slim 3 15IAH8 i5-12450H/16GB DDR5/512GB,Lenovo,I5 12450H,16 GB,512 GB SSD,24.999 ???.,
Neptun,LENOVO IdeaPad 1 15ALC7 R7-5700U/16GB/512GB,Lenovo,R7 5700U,16 GB,512 GB SSD,24.999 ???.,
Neptun,LENOVO IdeaPad Slim 3 15ABR8 R7-5825U/16GB/512GB,Lenovo,R7 5825U,16 GB,512 GB SSD,27.999 ???.,24.999 ???.
Neptun,?????? ASUS Vivobook 15 X1504VA-BQ512 i5-1335U/8GB/512GB,Asus,I5 1335U,8 GB,512 GB SSD,35.999 ???.,24.999 ???.
Neptun,"DELL Vostro 3530 15.6"" 120Hz/i5-1334U/16GB/512GB",Dell,I5 1334U,16 GB,512 GB SSD,26.999 ???.,25.799 ???.
Neptun,ASUS Vivobook Go 15 E1504FA-NJ1126 R5-7520U/16GB DDR5/1TB,Asus,R5 7520U,16 GB,1 TB SSD,28.999 ???.,25.799 ???.
Neptun,?????? ASUS Vivobook Go 15 E1504FA-NJ312 R5-7520U/16GB DDR5/512GB,Asus,R5 7520U,16 GB,512 GB SSD,25.999 ???.,
Neptun,"DELL Inspiron 3535 15.6"" 120Hz/R5-7530U/16GB/512GB",Dell,R5 7530U,16 GB,512 GB SSD,25.999 ???.,
Neptun,LENOVO IdeaPad Slim 3 15IAH8 i5-12450H/16GB DDR5/512GB,Lenovo,I5 12450H,16 GB,512 GB SSD,25.999 ???.,
Neptun,?????? Aspire 3 A315-44P-R87M R7-5700U/16GB/512GB,Aspire,R7 5700U,16 GB,512 GB SSD,29.999 ???.,25.999 ???.
Neptun,LENOVO IdeaPad 1 15ALC7 R7-5700U/16GB/1TB,Lenovo,R7 5700U,16 GB,1 TB SSD,26.999 ???.,
Neptun,ACER Extensa 15 EX215-55-56YF i5-1235U/16GB/512GB,Acer,I5 1235U,16 GB,512 GB SSD,27.999 ???.,26.999 ???.
Neptun,?????? ASUS Vivobook 15 M1502YA-BQ112 R7-7730U/16GB/512GB,Asus,R7 7730U,16 GB,512 GB SSD,33.499 ???.,27.499 ???.
Neptun,LENOVO IdeaPad Slim 3 15IAH8 i5-12450H/16GB DDR5/1TB,Lenovo,I5 12450H,16 GB,1 TB SSD,27.999 ???.,
Neptun,LENOVO IdeaPad Slim 3 15IRH8 i5-13420H/16GB DDR5/512GB,Lenovo,I5 13420H,16 GB,512 GB SSD,28.999 ???.,27.999 ???.
Neptun,LENOVO IdeaPad Slim 3 15ABR8 R7-7730U/16GB/512GB,Lenovo,R7 7730U,16 GB,512 GB SSD,30.799 ???.,27.999 ???.
Neptun,ACER Aspire Lite 16 AL16-52P-50A8 16” FHD+/i5-1334U/16GB DDR5/512GB,Acer,I5 1334U,16 GB,512 GB SSD,28.999 ???.,
Neptun,ACER Aspire Go 15 AG15-42P-R844 R7-5825U/20GB/512GB,Acer,R7 5825U,20 GB,512 GB SSD,28.999 ???.,
Neptun,"?????? DELL Vostro 3530 15.6"" 120Hz/i5-1334U/16GB/512GB + BACKPACK DELL EcoLoop Essential 14-16",Dell,I5 1334U,16 GB,512 GB SSD,28.999 ???.,
Neptun,LENOVO IdeaPad Slim 3 15IRH10 15.3” FHD+/i5-13420H/16GB DDR5/512GB,Lenovo,I5 13420H,16 GB,512 GB SSD,28.999 ???.,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,ASUS Vivobook 15 X1504VA-BQ1696 i5-1334U/16GB/1TB,Asus,I5 1334U,16 GB,1 TB SSD,33.999 ???.,28.999 ???.
Neptun,?????? ACER Aspire 5 A515-57-56D3 i5-12450H/16GB/512GB,Acer,I5 12450H,16 GB,512 GB SSD,36.999 ???.,29.499 ???.
Neptun,?????? LENOVO IdeaPad Slim 3 15ABR8 R7-7730U/16GB/512GB,Lenovo,R7 7730U,16 GB,512 GB SSD,29.999 ???.,
Neptun,?????? ASUS Vivobook 15 X1504VA-NJ924 i5-1335U/16GB/512GB,Asus,I5 1335U,16 GB,512 GB SSD,30.999 ???.,29.999 ???.
Neptun,?????? LENOVO IdeaPad Slim 3 15IRU8 i5-1335U/16GB DDR5/512GB,Lenovo,I5 1335U,16 GB,512 GB SSD,36.999 ???.,29.999 ???.
Neptun,??????  ASUS Vivobook 15 OLED X1505VA-OLED-L511 i5-1335U/8GB/512GB,Asus,I5 1335U,8 GB,512 GB SSD,40.999 ???.,29.999 ???.
Neptun,"DELL Inspiron 3535 15.6"" 120Hz/R7-7730U/16GB/1TB",Dell,R7 7730U,16 GB,1 TB SSD,31.999 ???.,30.799 ???.
Neptun,ASUS Vivobook 15 X1504VA-BQ1647 i5-1334U/16GB/512GB,Asus,I5 1334U,16 GB,512 GB SSD,30.999 ???.,
Neptun,LENOVO IdeaPad 3 15IAU7 i7-1255U/16GB/512GB,Lenovo,I7 1255U,16 GB,512 GB SSD,30.999 ???.,
Neptun,LENOVO IdeaPad Slim 3 15IRU9 Core 5 120U/16GB DDR5/512GB,Lenovo,CORE 5,16 GB,512 GB SSD,33.999 ???.,30.999 ???.
Neptun,ACER Aspire Go 15 AG15-42P-R6WF R7-5825U/32GB/512GB,Acer,R7 5825U,32 GB,512 GB SSD,31.799 ???.,
Neptun,LENOVO IdeaPad Slim 3 15ARP10 15.3 FHD+/R7-7735HS/16GB DDR5/512GB,Lenovo,R7 7735HS,16 GB,512 GB SSD,31.999 ???.,
Neptun,"LENOVO IdeaPad Slim 5 16IRL8 16"" i5-13420H/16GB DDR5/512GB",Lenovo,I5 13420H,16 GB,512 GB SSD,31.999 ???.,
Neptun,?????? LENOVO IdeaPad 3 15IAU7 i7-1255U/16GB/512GB,Lenovo,I7 1255U,16 GB,512 GB SSD,32.999 ???.,31.999 ???.
Neptun,LENOVO IdeaPad Slim 3 15IRH10 15.3” FHD+/i7-13620H/16GB DDR5/512GB,Lenovo,I7 13620H,16 GB,512 GB SSD,33.999 ???.,31.999 ???.
Neptun,"?????? ACER Swift 3 SF314-43-R3Q3 14"" R7-5700U/16GB/512GB",Acer,R7 5700U,16 GB,512 GB SSD,34.999 ???.,31.999 ???.
Neptun,ACER Aspire 3 A315-44P-R346 R7-5700U/32GB/1TB,Acer,R7 5700U,32 GB,1 TB SSD,32.999 ???.,
Neptun,?????? LENOVO IdeaPad Slim 3 15IRU8 i7-1355U/16GB DDR5/512GB,Lenovo,I7 1355U,16 GB,512 GB SSD,32.999 ???.,
Neptun,LENOVO IdeaPad Slim 3 15IRH8 i7-13620H/16GB DDR5/512GB,Lenovo,I7 13620H,16 GB,512 GB SSD,34.999 ???.,32.999 ???.
Neptun,ASUS Vivobook 15 X1504VA-BQ1358 i7-1355U/16GB/1TB,Asus,I7 1355U,16 GB,1 TB SSD,41.999 ???.,32.999 ???.
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,ACER Aspire 3 A315-59-7630 i7-1255U/16GB/512GB,Acer,I7 1255U,16 GB,512 GB SSD,34.999 ???.,33.799 ???.
Neptun,?????? DELL Vostro 3520 i7-1255U/16GB/512GB,Dell,I7 1255U,16 GB,512 GB SSD,42.999 ???.,34.999 ???.
Neptun,ACER Aspire 15 A15-41M-R2UZ R5-8640HS/16GB DDR5/1TB,Acer,R5 8640HS,16 GB,1 TB SSD,35.999 ???.,
Neptun,LENOVO IdeaPad Slim 3 15IRH10 15.3” FHD+/i7-13620H/24GB DDR5/1TB,Lenovo,I7 13620H,24 GB,1 TB SSD,38.999 ???.,37.999 ???.
Neptun,ASUS Vivobook 15 X1504VA-BQ1693W i5-1334U/16GB/1TB/WIN11,Asus,I5 1334U,16 GB,1 TB SSD,38.999 ???.,
Neptun,"DELL Vostro 3530 15.6"" 120Hz/i7-1355U/16GB/512GB",Dell,I7 1355U,16 GB,512 GB SSD,38.999 ???.,
Neptun,ACER Aspire 15 A15-51M-5917 Core 5 120U/16GB DDR5/1TB,Acer,CORE 5,16 GB,1 TB SSD,40.999 ???.,39.999 ???.
Neptun,ACER Aspire 15 A15-41M-R5XN R7-8840HS/16GB DDR5/1TB,Acer,R7 8840HS,16 GB,1 TB SSD,40.999 ???.,
Neptun,"?????? LENOVO IdeaPad Slim 5 14IMH9 14"" Ultra 5 125H/16GB DDR5X/512GB",Lenovo,ULTRA 5 125H,16 GB,512 GB SSD,40.999 ???.,
Neptun,LENOVO IdeaPad Slim 3 15IRU9 Core 7 150U/16GB DDR5/512GB,Lenovo,CORE 7,16 GB,512 GB SSD,41.999 ???.,
Neptun,ACER Aspire Go 15 AG15-51P-77U9 15.3” FHD+/i7-1355U/32GB DDR5/1TB,Acer,I7 1355U,32 GB,1 TB SSD,42.999 ???.,
Neptun,"?????? ACER Swift Go 14 SFG14-42-R54G, R5-7640U/16GB/512GB",Acer,R5 7640U,16 GB,512 GB SSD,56.999 ???.,46.999 ???.
Neptun,"?????? ACER Swift GO 14 SFG314-42-R1S7 14"" R5-7640U/16GB DDR5/512GB/WIN11",Acer,R5 7640U,16 GB,512 GB SSD,59.999 ???.,48.999 ???.
Neptun,"?????? ACER Swift Go 14 SFG14-71-72JF 14"" i7-1355U/16GB DDR5/512GB/WIN11",Acer,I7 1355U,16 GB,512 GB SSD,64.999 ???.,51.999 ???.
Neptun,"ASUS Zenbook 14 OLED UX3405MA-QD438 14"" Ultra 5 125H/16GB DDR5X/512GB",Asus,ULTRA 5 125H,16 GB,512 GB SSD,53.999 ???.,
Neptun,"ASUS Vivobook S16 M5606KA-RI076 16"" 3K OLED 120Hz/R5-AI 340/16GB DDR5X/512GB",Asus,R5 AI 340,16 GB,512 GB SSD,54.999 ???.,53.999 ???.
Neptun,Apple MacBook Air 13.6 M2/8C CPU/8C GPU/16GB/256GB Starlight mc7w4ze/a,Apple,M2,16 GB,256 GB SSD,73.799 ???.,56.799 ???.
Neptun,Apple MacBook Air 13.6 M2/8C CPU/8C GPU/16GB/256GB Space Grey mc7u4ze/a,Apple,M2,16 GB,256 GB SSD,73.799 ???.,56.799 ???.
Neptun,Apple MacBook Air 13.6 M2/8C CPU/8C GPU/16GB/256GB Midnight mc7x4ze/a,Apple,M2,16 GB,256 GB SSD,73.799 ???.,56.799 ???.
Neptun,"LENOVO Yoga 7 2-in-1 14"" OLED Touch/Ultra 5 226V/16GB DDR5X/1TB/WIN11",Lenovo,ULTRA 5 226V,16 GB,1 TB SSD,59.999 ???.,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,"ASUS Vivobook S 14 S5406SA-QD052W 14"" OLED/Ultra 5 226V/16GB DDR5X/512GB/WIN11",Asus,ULTRA 5 226V,16 GB,512 GB SSD,61.999 ???.,
Neptun,"ASUS Zenbook 14 UX3405CA-QL279 14"" OLED Touch/Ultra 5 225H/16GB DDR5X/1TB",Asus,ULTRA 5 225H,16 GB,1 TB SSD,62.999 ???.,61.999 ???.
Neptun,"LENOVO Yoga 7 2-in-1 14AKP10 14"" 2.8K OLED 120Hz Touch/R7-AI 350/32GB DDR5X/1TB/WIN11",Lenovo,R7 AI 350,32 GB,1 TB SSD,68.999 ???.,
Neptun,"ASUS Zenbook 14 UM3406KA-PP059W 14"" 3K OLED 120Hz/R7-AI 350/16GB DDR5X/1TB/WIN11",Asus,M3,16 GB,1 TB SSD,70.999 ???.,68.999 ???.
Neptun,"ASUS Vivobook S16 M5606KA-RI080W 16"" 3K OLED 120Hz/R7-AI 350/24GB DDR5X/1TB/WIN11",Asus,R7 AI 350,24 GB,1 TB SSD,69.999 ???.,
Neptun,Apple MacBook Air 13.6 M3/8C CPU/8C GPU/16GB/256GB Midnight mc8k4ze/a,Apple,M3,16 GB,256 GB SSD,79.699 ???.,69.999 ???.
Neptun,Apple MacBook Air 13.6 M3/8C CPU/8C GPU/16GB/256GB Space Grey mc8g4ze/a,Apple,M3,16 GB,256 GB SSD,79.699 ???.,69.999 ???.
Neptun,"ASUS Zenbook 14 OLED UX3405MA-QD434W 14"" Ultra 7 155H/32GB DDR5X/1TB/WIN11",Asus,ULTRA 7 155H,32 GB,1 TB SSD,71.999 ???.,
Neptun,?????? ASUS Vivobook S 15 OLED S5507QA-MA056W 3K 120Hz Snapdragon X Elite X1E-78-100/32GB DDR5X/1TB/WIN11,Asus,SNAPDRAGON X ELITE,32 GB,1 TB SSD,76.999 ???.,71.999 ???.
Neptun,Apple MacBook Air 13.6 M4/10C CPU/8C GPU/16GB/256GB MIDNIGHT mw123ze/a,Apple,M4,16 GB,256 GB SSD,75.999 ???.,
Neptun,Apple MacBook Air 13.6 M4/10C CPU/8C GPU/16GB/256GB SILVER mw0w3ze/a,Apple,M4,16 GB,256 GB SSD,75.999 ???.,
Neptun,Apple MacBook Air 13.6 M4/10C CPU/8C GPU/16GB/256GB SKY BLUE mc6t4ze/a,Apple,M4,16 GB,256 GB SSD,75.999 ???.,
Neptun,Apple MacBook Air 13.6 M4/10C CPU/8C GPU/16GB/256GB STARLIGHT mw0y3ze/a,Apple,M4,16 GB,256 GB SSD,75.999 ???.,
Neptun,?????? MacBook Air 15.3 M2/8C CPU/10C GPU/8GB/256GB Midnight mqkw3ze/a,Macbook,M2,8 GB,256 GB SSD,97.499 ???.,78.999 ???.
Neptun,?????? MacBook Air 15.3 M2/8C CPU/10C GPU/8GB/256GB Starlight mqku3ze/a,Macbook,M2,8 GB,256 GB SSD,97.499 ???.,78.999 ???.
Neptun,?????? MacBook Air 15.3 M2/8C CPU/10C GPU/8GB/256GB Silver mqkr3ze/a,Macbook,M2,8 GB,256 GB SSD,97.499 ???.,78.999 ???.
Neptun,?????? Apple MacBook Air 13.6 M3/8C CPU/10C GPU/8GB/512GB Silver mrxr3ze/a,Apple,M3,8 GB,512 GB SSD,93.399 ???.,79.899 ???.
Neptun,?????? Apple MacBook Air 13.6 M3/8C CPU/10C GPU/8GB/512GB Midnight mrxw3ze/a,Apple,M3,8 GB,512 GB SSD,93.399 ???.,79.899 ???.
Neptun,"?????? ASUS ProArt PZ13 OLED HT5306QA-LX002W 13.3"" 3K Touch/Snapdragon X Plus X1P-42-100/16GB DDR5X/1TB/WIN11",Asus,SNAPDRAGON X PLUS,16 GB,1 TB SSD,83.999 ???.,79.999 ???.
Neptun,"?????? ACER Swift X 14 SFX14-71G-76KY 14.5"" OLED i7-13700H/32GB DDR5/1TB/RTX 4050 6GB",Acer,I7 13700H,32 GB,1 TB SSD,86.999 ???.,79.999 ???.
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
Neptun,No title,No,Unknown,,,No price,
